Mean_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Mean_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,Std_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0
-50.145615,4.481871,-0.121703,0.197493,-0.306194,0.127631,-0.002036,-0.394225,0.097671,-0.18578,-0.101063,-0.014479,0.22375,3.211498,1.436617,0.784256,0.657328,0.627016,0.514843,0.479605,0.490993,0.494629,0.477139,0.467452,0.511688,0.485327,1.789606,1.019516,0.830914,0.67929,0.452339,0.387743,0.356783,0.381033,0.355581,0.338797,0.320915,0.37482,0.268564,0.887501,0.516332,0.239861,0.171371,0.177783,0.122387,0.123489,0.134605,0.130305,0.139208,0.128315,0.182014,0.176864
-48.301663,2.105503,0.444517,1.206032,0.383335,0.480751,0.149316,0.200628,0.077471,-0.170885,-0.009603,-0.045141,-0.07609,2.484541,1.21684,0.92966,0.742786,0.682825,0.548035,0.572114,0.511214,0.508337,0.551081,0.529524,0.55988,0.54337,1.455928,0.87821,0.701218,0.525099,0.384472,0.270237,0.311185,0.314005,0.301485,0.407662,0.399888,0.433467,0.484819,0.770567,0.377848,0.295984,0.20077,0.208679,0.15046,0.170482,0.135791,0.16595,0.166084,0.179848,0.219735,0.193803
-53.84596,4.892515,-0.130746,1.311972,0.103982,0.646203,0.008282,-0.16596,-0.171986,-0.060237,-0.303549,-0.118157,-0.191208,1.931837,0.831363,0.671633,0.501009,0.450632,0.450748,0.416365,0.426062,0.475047,0.451698,0.577782,0.482236,0.482637,1.597646,0.60861,0.572623,0.396592,0.403407,0.370125,0.473666,0.412837,0.486376,0.578409,0.754243,0.5539,0.570608,0.768245,0.259085,0.205511,0.13594,0.126537,0.137317,0.134941,0.138964,0.153426,0.152757,0.260322,0.183,0.199706
-46.802623,5.918805,0.601344,0.530806,-0.417194,0.465768,0.421102,-0.42482,0.245063,-0.023056,0.059146,0.034462,-0.208777,1.862096,1.232917,0.719863,0.69294,0.608345,0.577773,0.510026,0.481166,0.477895,0.436485,0.446532,0.413139,0.385862,1.543262,1.192656,0.848519,0.871845,0.443004,0.553837,0.437534,0.340161,0.28683,0.373476,0.280161,0.246911,0.23059,0.887631,0.562659,0.23435,0.256548,0.191959,0.153825,0.152956,0.12511,0.109438,0.102869,0.085886,0.088165,0.097467
-54.482421,3.898676,-0.068697,0.43482,0.184212,0.244991,-0.088445,0.284942,0.063317,0.408653,0.077075,0.126059,-0.014604,3.556575,1.883282,1.150377,0.889672,0.63423,0.674972,0.593663,0.548372,0.548448,0.516891,0.521084,0.466274,0.48722,3.041218,1.205219,0.94889,0.72955,0.451597,0.515135,0.544664,0.423744,0.437011,0.355707,0.384072,0.284193,0.361102,1.250834,0.527202,0.340277,0.314528,0.17508,0.245208,0.169293,0.1907,0.153868,0.144109,0.14688,0.121565,0.139834
-50.589198,2.738396,0.013535,0.650503,-0.591986,0.489225,0.193254,-0.178368,0.416592,-0.044978,-0.097537,0.062123,0.220123,3.659734,1.258444,1.113231,0.918138,0.967931,0.6037,0.609738,0.615333,0.528448,0.53454,0.486957,0.470599,0.460637,2.191497,0.903129,0.999923,0.781756,0.752136,0.426162,0.522799,0.565141,0.304185,0.434491,0.316003,0.253824,0.31095,1.518001,0.406345,0.381863,0.328834,0.2987,0.190296,0.170886,0.160343,0.120346,0.140987,0.126475,0.102824,0.108412
-54.180778,6.151032,1.747885,0.840902,-0.141613,0.223658,-0.705176,-0.460899,-0.259535,-0.251558,0.481196,0.123424,0.302595,3.024388,1.297838,1.053339,0.758187,0.689388,0.60885,0.625826,0.534376,0.565304,0.523989,0.508994,0.46202,0.466685,6.114747,2.048321,1.233416,0.866045,0.689012,0.617927,0.536474,0.455684,0.577612,0.504318,0.470698,0.39118,0.494142,4.128194,0.606124,0.432933,0.308121,0.251395,0.236826,0.248701,0.169511,0.192946,0.171162,0.139398,0.124503,0.165651
-48.263612,2.404189,-0.327808,-0.043758,0.089295,0.477581,-0.139479,0.28538,0.220253,-0.44184,-0.058905,0.181826,0.230104,2.327577,0.807258,0.838074,0.720424,0.683261,0.617647,0.604791,0.529271,0.548228,0.571095,0.551913,0.540664,0.527718,1.675774,0.604081,0.637709,0.544254,0.447044,0.405716,0.370802,0.334097,0.390794,0.326273,0.364909,0.293189,0.286136,1.039878,0.265259,0.250706,0.198776,0.134982,0.126727,0.153421,0.119406,0.130323,0.15289,0.148107,0.117868,0.112247
-53.277138,6.194737,1.2087,1.397282,0.367799,0.174589,0.232098,-0.00743,0.063974,0.133356,0.004401,0.076945,0.220846,1.721518,0.998265,0.620445,0.563417,0.464379,0.468391,0.429365,0.469663,0.420581,0.384317,0.391081,0.382802,0.379221,3.430765,1.052581,0.733677,0.602336,0.453207,0.446519,0.389552,0.469436,0.532335,0.319583,0.340928,0.33821,0.280142,0.860239,0.398681,0.208687,0.213927,0.138351,0.138389,0.133396,0.139293,0.1127,0.094439,0.102077,0.092638,0.115423
-52.49695,4.460743,-0.864405,2.008116,-0.383724,0.435282,0.077915,-0.030724,-0.123473,-0.329815,-0.181641,0.068291,-0.059788,2.486364,1.033362,0.868459,0.797802,0.629322,0.520217,0.531454,0.485679,0.508581,0.463858,0.442048,0.416407,0.397412,2.553653,0.813166,0.692552,0.621951,0.628495,0.47564,0.40323,0.355852,0.508263,0.413863,0.304805,0.291357,0.217472,1.178684,0.309392,0.249451,0.251845,0.167335,0.138725,0.148646,0.143606,0.137602,0.115572,0.139921,0.10678,0.080089
-46.860779,3.330814,-0.195668,0.739023,-0.032713,0.549137,0.136035,0.204886,0.217257,0.052956,0.075288,0.0893,-0.076974,2.867324,1.113032,0.943821,0.816593,0.625979,0.593829,0.524654,0.501393,0.475052,0.498381,0.462761,0.46048,0.440065,2.232768,0.857139,0.747026,0.712881,0.446803,0.452925,0.328699,0.275642,0.270332,0.276686,0.219044,0.40762,0.236347,1.086421,0.304235,0.257241,0.246969,0.195654,0.144361,0.106439,0.123019,0.113814,0.119399,0.100852,0.118632,0.095731
-53.633113,5.124463,0.444072,0.641142,0.886024,0.372966,-0.028788,-0.073222,-0.033825,0.3451,0.267923,-0.112689,0.195586,3.685678,1.479911,0.973166,0.905101,0.721003,0.739895,0.692522,0.639723,0.648258,0.581785,0.542125,0.530666,0.498679,2.85965,1.125702,0.662093,0.788909,0.497256,0.528921,0.568625,0.568522,0.573173,0.472439,0.351742,0.418568,0.392735,1.085519,0.436222,0.275646,0.280197,0.193096,0.225659,0.164721,0.176551,0.173371,0.186742,0.189762,0.129522,0.13231
-46.660378,1.817976,-0.675575,1.254557,0.313357,0.740096,-0.339053,0.602015,-0.167131,0.351335,-0.042226,-0.019796,-0.243982,2.063027,1.449224,0.789501,0.534482,0.56989,0.475872,0.514395,0.508219,0.462292,0.388495,0.425894,0.394661,0.414389,2.09413,0.685984,0.878207,0.264308,0.321088,0.249455,0.294463,0.288163,0.208845,0.200049,0.251883,0.269363,0.28389,0.983842,0.495947,0.244044,0.147515,0.117107,0.092511,0.100748,0.10677,0.08883,0.082998,0.09362,0.079479,0.0879
-45.024085,3.344981,-0.549237,1.649501,0.24276,0.455304,0.057454,0.162933,-0.116005,0.207999,0.203264,0.217885,0.337204,1.396244,0.81207,0.629082,0.666343,0.547225,0.482847,0.485479,0.510776,0.442192,0.444077,0.432191,0.419273,0.417064,1.071727,0.753499,0.644638,0.740866,0.427431,0.320247,0.345176,0.425021,0.279753,0.400958,0.298329,0.443484,0.310478,0.623426,0.390919,0.224309,0.241616,0.144061,0.103216,0.151883,0.141183,0.110007,0.098906,0.106921,0.116518,0.106564
-51.329011,4.019027,-0.626296,1.366281,0.235256,-0.015592,0.287225,-0.214819,0.195347,0.190378,0.130756,-0.055274,0.332533,3.273501,1.630552,1.280979,1.030402,0.816175,0.72023,0.712293,0.685069,0.569119,0.516222,0.487424,0.5427,0.494219,1.659796,1.238677,0.843957,0.840041,0.530598,0.393903,0.429486,0.416908,0.323949,0.249944,0.247782,0.302601,0.259043,1.034584,0.571485,0.40376,0.355551,0.222596,0.157649,0.189004,0.17928,0.142652,0.140561,0.092532,0.121312,0.111742
-47.528795,2.869718,0.553057,0.913284,0.089541,0.52747,0.255023,-0.065923,0.287284,0.108239,0.010679,0.130955,0.064866,2.056638,1.41539,0.96355,0.800485,0.687398,0.600443,0.53541,0.543574,0.5174,0.485001,0.462125,0.49991,0.434599,1.730815,0.870638,0.792234,0.794719,0.639577,0.489139,0.377682,0.400648,0.377003,0.248647,0.279786,0.395476,0.309009,0.524333,0.463075,0.324931,0.265934,0.202115,0.177636,0.130692,0.149482,0.132139,0.122893,0.08807,0.124749,0.100462
-59.176048,5.556959,-0.874353,1.04863,-0.342316,0.166929,-0.599955,-0.287898,-0.272208,-0.270742,0.090954,-0.107946,-0.095508,1.574687,0.753898,0.6652,0.56448,0.555823,0.51028,0.527206,0.56107,0.530696,0.552277,0.54214,0.555026,0.449021,4.686786,1.090006,0.909785,0.573092,0.537258,0.610067,0.610063,0.738953,0.708757,0.771259,0.78057,0.708983,0.547177,0.780282,0.266705,0.261451,0.126241,0.14257,0.131662,0.171763,0.208811,0.201802,0.186622,0.241101,0.208772,0.13165
-55.513423,4.427319,0.024165,2.789585,0.175177,1.19681,0.234982,0.309965,0.540089,0.717511,0.555833,-0.122081,-0.178756,3.076498,1.196202,0.707031,0.672005,0.650272,0.494246,0.495043,0.505301,0.456274,0.430151,0.446462,0.403437,0.439047,3.84851,1.272998,0.913242,0.652698,0.831183,0.370634,0.488046,0.547042,0.45807,0.329114,0.387457,0.379123,0.42465,1.748956,0.469758,0.229521,0.211034,0.221705,0.137271,0.142058,0.147264,0.129626,0.136376,0.130089,0.123738,0.157645
-53.869664,5.885579,1.462768,1.3413,0.309222,0.390966,0.185387,0.11848,0.095153,0.246518,0.043051,-0.106195,-0.127412,2.699113,1.337812,0.749756,0.504026,0.469737,0.432606,0.39824,0.415418,0.415056,0.457264,0.385925,0.390243,0.41525,2.872254,1.31088,1.090039,0.476622,0.527605,0.60846,0.493235,0.515772,0.609568,0.742018,0.529339,0.574958,0.61379,1.017112,0.498342,0.262056,0.157207,0.170266,0.16402,0.117478,0.132691,0.174568,0.211872,0.140203,0.178008,0.228803
-47.908723,1.893485,0.007604,1.605412,0.137098,0.370761,0.267322,0.247684,0.047582,0.28053,0.045804,0.04126,-0.066379,1.305858,0.590494,0.753536,0.554459,0.517204,0.477984,0.448125,0.457037,0.408401,0.430301,0.411525,0.406808,0.397833,0.778139,0.512473,0.537459,0.486563,0.276644,0.299066,0.242916,0.217281,0.254252,0.295958,0.22968,0.243261,0.241387,0.372029,0.175257,0.231433,0.158735,0.123492,0.111748,0.102889,0.097162,0.098158,0.109743,0.090743,0.088731,0.093515
-45.952867,1.331569,-0.867105,1.089173,0.067879,0.704486,0.232707,0.142631,0.168403,0.513963,0.069396,0.300505,0.087157,1.036291,0.639306,0.693716,0.526558,0.501317,0.521793,0.467504,0.443118,0.414676,0.427095,0.4212,0.420876,0.431258,0.778642,0.556763,0.588646,0.354746,0.36975,0.474896,0.361037,0.37655,0.236117,0.272446,0.21756,0.22162,0.316403,0.339519,0.169983,0.266818,0.145501,0.117381,0.13455,0.11365,0.102461,0.099496,0.105141,0.097666,0.096768,0.107222
-47.173788,3.5969,1.078977,1.140377,0.461716,0.419949,0.260122,0.356718,0.316534,0.448969,0.185665,0.080897,-0.101604,1.740764,1.265311,0.823357,0.735726,0.603237,0.505089,0.526771,0.493663,0.42126,0.438029,0.402162,0.427193,0.418947,1.407081,0.87602,0.686748,0.66569,0.380952,0.326344,0.393512,0.412545,0.255527,0.328347,0.289973,0.281673,0.293117,0.531592,0.412694,0.292405,0.247613,0.188096,0.139151,0.169499,0.139686,0.090256,0.116615,0.086828,0.111292,0.099385
-45.662385,2.714184,-0.354923,1.501193,-0.383736,0.436301,-0.135195,0.084728,0.362704,-0.09888,0.145818,-0.139435,-0.02249,0.923073,0.590007,0.601123,0.584977,0.518233,0.446198,0.425956,0.418333,0.416207,0.414526,0.409578,0.392952,0.383037,1.09029,0.679109,0.753007,0.978189,0.565297,0.396629,0.408774,0.363435,0.349814,0.406744,0.336702,0.352493,0.297962,0.401699,0.190187,0.23923,0.224599,0.182995,0.105957,0.099212,0.105635,0.086778,0.095963,0.084747,0.097779,0.090082
-47.592237,2.170815,0.29435,0.694406,-0.016442,0.971947,0.15022,0.32948,0.312339,-0.030499,0.334316,-0.035667,-0.061325,3.849973,1.432666,0.989923,0.924353,0.713765,0.64437,0.588738,0.553801,0.532479,0.522587,0.528815,0.531932,0.543363,2.18255,0.894511,0.68528,0.652818,0.373418,0.422548,0.366726,0.293254,0.330013,0.411093,0.407064,0.410308,0.44057,1.341724,0.460914,0.297075,0.352609,0.180633,0.167773,0.152904,0.15594,0.167534,0.132907,0.13337,0.177337,0.174962
-51.900911,6.025769,-1.692112,2.512111,-0.48709,0.467756,0.512956,0.381658,-0.551609,-0.082485,-0.306719,-0.121895,-0.150871,2.926262,1.13366,0.842835,0.743946,0.586097,0.523921,0.519654,0.591304,0.495895,0.554454,0.492679,0.420995,0.467662,2.531004,0.478823,0.552475,0.566274,0.498209,0.334424,0.395665,0.332246,0.39261,0.311948,0.46262,0.234612,0.338544,0.767511,0.321743,0.23764,0.244675,0.134859,0.122653,0.102961,0.193629,0.113668,0.165513,0.133386,0.091406,0.104275
-47.854771,3.56187,0.808085,1.191346,0.321995,0.462685,-0.025611,0.332639,0.057231,0.128574,-0.197052,-0.021853,0.089621,1.517284,0.658014,0.532085,0.547001,0.495514,0.482697,0.454344,0.437418,0.413312,0.417407,0.409416,0.400678,0.399885,1.943152,0.551945,0.651038,0.535567,0.33963,0.330354,0.346645,0.303654,0.278226,0.293277,0.253978,0.299307,0.235339,0.649301,0.228164,0.182224,0.19163,0.155427,0.116783,0.102657,0.117558,0.096582,0.097748,0.090333,0.086863,0.096273
-50.187141,5.301195,0.358857,1.489101,-0.086112,0.971032,0.091975,0.213462,0.102964,-0.136192,0.238437,-0.119375,-0.061839,1.595647,0.793588,0.644233,0.594026,0.552469,0.478322,0.446634,0.417611,0.431319,0.42826,0.40249,0.412873,0.413475,3.281561,0.9424,0.711654,1.039287,0.705814,0.535571,0.380188,0.333975,0.466895,0.295181,0.443494,0.443551,0.439203,0.737336,0.365032,0.29667,0.238939,0.221236,0.150226,0.124476,0.09881,0.132412,0.10931,0.118487,0.126046,0.118693
-55.840138,4.345663,3.013626,1.868641,0.56483,0.502224,0.212404,0.756361,0.354867,0.189283,0.146338,0.217971,0.034368,2.386808,1.25965,1.064741,0.767136,0.602817,0.547672,0.534782,0.473875,0.450583,0.402492,0.424754,0.372843,0.402647,2.670019,1.085774,0.754872,0.596845,0.36906,0.369305,0.412978,0.362602,0.314155,0.250874,0.270221,0.239328,0.32904,1.00415,0.427532,0.327155,0.253639,0.177502,0.137726,0.157637,0.130091,0.106769,0.101915,0.123339,0.085291,0.111682
-51.89049,1.568622,0.391618,1.108157,-0.7004,0.27804,0.416119,-0.001137,0.312744,0.378938,0.12474,0.344292,0.086061,1.248697,0.608298,0.633522,0.612368,0.59054,0.480935,0.485763,0.477383,0.467181,0.455219,0.451966,0.417331,0.413084,0.99473,0.748461,0.516179,0.510212,0.564647,0.419679,0.52201,0.397868,0.420952,0.398605,0.464195,0.326656,0.398263,0.59003,0.230817,0.265616,0.245882,0.241494,0.116206,0.137532,0.131364,0.120342,0.11596,0.111519,0.109571,0.101108
-58.738021,6.299568,1.403956,1.027562,1.50021,0.563828,0.709457,0.616561,0.467041,0.167496,0.009289,0.175882,0.506013,2.457599,1.1563,0.693024,0.633502,0.505154,0.472821,0.51981,0.45583,0.505853,0.445886,0.411713,0.41718,0.392155,3.994894,1.359642,0.942999,0.906294,0.545019,0.548633,0.459647,0.582866,0.378765,0.578778,0.370711,0.414938,0.432095,1.559609,0.799529,0.339016,0.285155,0.21799,0.169402,0.210202,0.165721,0.218792,0.168654,0.126633,0.150944,0.126532
-46.785818,3.966955,-1.440349,1.240633,0.718108,0.201673,0.333805,0.511812,0.134521,0.33991,0.293613,-0.167664,-0.186525,1.168849,0.606103,0.683691,0.504736,0.456213,0.440145,0.401081,0.418305,0.406656,0.366074,0.379884,0.393242,0.351386,1.567567,0.66269,0.588116,0.520746,0.591022,0.40896,0.211283,0.211887,0.235285,0.221315,0.24775,0.204664,0.195376,0.572514,0.189715,0.238576,0.123647,0.10109,0.104242,0.085786,0.095763,0.075591,0.070035,0.073216,0.077724,0.071317
-48.781955,0.519889,-0.078961,1.828125,-0.447238,-0.040452,0.538247,0.258013,0.080927,0.337382,0.204978,0.203369,0.073297,1.121428,0.67588,0.589293,0.602041,0.522887,0.508027,0.473469,0.439642,0.429901,0.414526,0.418755,0.375877,0.371913,1.401218,0.432128,0.415337,0.408942,0.265573,0.244104,0.281966,0.221433,0.165302,0.185372,0.165215,0.122476,0.163699,0.729927,0.173421,0.176954,0.203101,0.133149,0.113056,0.114099,0.09644,0.108705,0.091704,0.088926,0.074195,0.082347
-49.65307,2.397516,-0.605398,0.710984,0.262971,0.319495,0.337036,0.188554,0.430375,0.231934,0.090198,0.070162,-0.006614,3.643266,1.181173,1.063515,0.835284,0.723446,0.633132,0.574871,0.501555,0.520268,0.493038,0.499146,0.479037,0.488833,2.616146,0.873595,0.842564,0.673838,0.461383,0.515013,0.397601,0.389391,0.363489,0.303879,0.339496,0.339851,0.368445,1.051039,0.338001,0.304939,0.304163,0.178084,0.182369,0.155966,0.13146,0.142414,0.12855,0.134548,0.122177,0.122894
-45.179935,3.812501,0.11313,1.127112,0.079134,0.252244,0.07039,-0.033482,0.110587,0.075354,0.181898,0.071481,0.073926,1.889556,0.731834,0.738488,0.469282,0.473045,0.429015,0.452116,0.458357,0.457338,0.476001,0.428965,0.440875,0.411956,1.267065,0.638222,0.489498,0.338837,0.381611,0.31809,0.321947,0.308459,0.351404,0.346743,0.297756,0.296775,0.299193,0.702967,0.202016,0.254872,0.139769,0.12147,0.111441,0.140866,0.187904,0.173234,0.169016,0.15642,0.138784,0.12629
-48.471296,6.55095,-1.640144,1.006776,-1.11697,0.630336,-0.019768,0.161196,0.282934,0.030051,0.102771,-0.029684,0.18642,1.731248,0.847502,0.678232,0.644847,0.665227,0.51357,0.51487,0.474333,0.457252,0.441624,0.430745,0.41106,0.421763,1.725493,0.989205,0.506466,0.774731,0.580185,0.427707,0.483202,0.452844,0.43677,0.326714,0.346315,0.315268,0.330435,0.69198,0.312261,0.221396,0.279976,0.254302,0.155497,0.148287,0.124021,0.136969,0.141578,0.104239,0.111743,0.109969
-47.639105,3.705264,1.165924,0.813914,-0.362207,0.233694,-0.220284,0.429185,0.387095,0.23709,-0.076897,0.309095,0.108464,3.281627,1.46539,1.023201,0.833503,0.827787,0.62167,0.663817,0.556122,0.548689,0.543881,0.46693,0.483081,0.485636,1.953508,0.767974,0.775686,0.56813,0.459497,0.441306,0.52175,0.398317,0.398762,0.41247,0.265107,0.2783,0.342025,1.436468,0.444542,0.257197,0.238668,0.24528,0.162463,0.230848,0.170191,0.172124,0.145745,0.104641,0.145389,0.141341
-48.458796,3.734897,-0.530239,2.109971,0.592993,0.230485,0.376653,0.348379,0.11584,0.450665,0.129393,-0.013859,0.143697,2.822103,0.979464,0.966888,0.820254,0.711531,0.628379,0.53832,0.508018,0.52344,0.449548,0.475994,0.456908,0.416655,1.68954,0.984002,0.898189,0.88623,0.726837,0.580418,0.412292,0.265259,0.413202,0.343964,0.333882,0.282689,0.285963,0.854467,0.277061,0.454371,0.252812,0.196048,0.199785,0.158833,0.132882,0.152819,0.125733,0.137935,0.10478,0.090504
-46.822172,2.783641,0.902571,1.32402,-0.155848,-0.088793,0.10046,0.59554,0.105508,-0.164268,0.062029,-0.029738,0.058714,1.714716,0.738304,0.780308,0.721996,0.567415,0.553792,0.479755,0.504343,0.476081,0.502483,0.435899,0.448027,0.437888,2.587038,0.470773,0.689124,0.475616,0.60717,0.335314,0.273456,0.38251,0.292399,0.417666,0.262517,0.282979,0.274825,0.854486,0.279737,0.355215,0.276962,0.161644,0.123327,0.142555,0.105279,0.116262,0.114921,0.102965,0.115789,0.125849
-47.650431,3.41757,0.397809,0.57142,-0.094602,0.100404,-0.09468,0.253608,0.101391,0.063896,0.070606,0.148505,0.210395,3.139083,1.097881,0.900938,0.765768,0.636444,0.578924,0.521688,0.49932,0.476778,0.456005,0.450407,0.44446,0.432229,2.294784,0.944128,0.932993,0.743836,0.406883,0.504555,0.359204,0.288124,0.342534,0.27083,0.315048,0.273525,0.33864,1.037583,0.390393,0.306991,0.262526,0.211331,0.152331,0.127439,0.141587,0.11095,0.11665,0.112795,0.128633,0.11661
-52.211965,7.636532,-0.369909,2.106954,-0.22128,0.073902,0.07253,-0.268093,-0.037502,0.185424,-0.357917,0.187565,0.075219,1.894278,0.985387,0.787921,0.759265,0.574863,0.544053,0.481941,0.526006,0.435154,0.48572,0.439544,0.421424,0.393811,2.209219,0.802752,0.901801,0.786954,0.559361,0.461176,0.377861,0.426398,0.269592,0.47933,0.305076,0.272302,0.303224,0.876854,0.331752,0.285058,0.358271,0.20949,0.199669,0.130799,0.153061,0.117828,0.159392,0.1043,0.104945,0.102473
